freq,SPL,phase
8820.0,163.72091,1817.41323
8830.0,163.86528,1818.51011
8840.0,163.81548,1819.72162
8850.0,163.60686,1819.75608
8860.0,163.39462,1818.98353
8870.0,163.20788,1816.86518
8880.0,163.17281,1814.05775
8890.0,163.29276,1810.99875
8900.0,163.5826,1807.96908
8910.0,163.95959,1805.92811
8920.0,164.42007,1805.06766
8930.0,164.86005,1805.44368
8940.0,165.05635,1806.74486
8950.0,165.08625,1808.10385
8960.0,164.8696,1808.41073
8970.0,164.59208,1807.36051
8980.0,164.37732,1805.38393
8990.0,164.22229,1802.23979
9000.0,164.23934,1798.82403
9010.0,164.40665,1795.39204
9020.0,164.68847,1792.4199
9030.0,165.06514,1790.47487
9040.0,165.39346,1789.56425
9050.0,165.64195,1789.90636
9060.0,165.65289,1790.48245
9070.0,165.51526,1790.61615
9080.0,165.28358,1790.11605
9090.0,164.96208,1788.6284
9100.0,164.69382,1786.31966
9110.0,164.51466,1783.21105
9120.0,164.44134,1779.71516
9130.0,164.48207,1776.51971
9140.0,164.63648,1773.74124
9150.0,164.88099,1771.76002
9160.0,165.07836,1770.87914
9170.0,165.19263,1771.17346
9180.0,165.1415,1771.68079
9190.0,164.86975,1771.95674
9200.0,164.49368,1771.49799
9210.0,164.03073,1769.87066
9220.0,163.67615,1767.31654
9230.0,163.43758,1764.15827
9240.0,163.34291,1760.85605
9250.0,163.38459,1758.09145
9260.0,163.53474,1755.9234
9270.0,163.69469,1755.34092
9280.0,163.73021,1756.03897
9290.0,163.61197,1756.95429
9300.0,163.31388,1757.60091
9310.0,162.87074,1757.28829
9320.0,162.43539,1755.89857
9330.0,162.07755,1753.81532
9340.0,161.85278,1751.41901
9350.0,161.71809,1749.19022
9360.0,161.70835,1747.26687
9370.0,161.74471,1746.12877
9380.0,161.74874,1745.87346
9390.0,161.70907,1746.14544
9400.0,161.52388,1746.81631
9410.0,161.22317,1747.09647
9420.0,160.89583,1747.06487
9430.0,160.5432,1746.3395
9440.0,160.22433,1745.17877
9450.0,159.9886,1743.73738
9460.0,159.82233,1742.23167
9470.0,159.72908,1740.96037
9480.0,159.70373,1740.12033
9490.0,159.67763,1739.76952
9500.0,159.60899,1740.26959
9510.0,159.4853,1741.03646
9520.0,159.19788,1741.49333
9530.0,158.89042,1741.95219
9540.0,158.55084,1741.56313
9550.0,158.24028,1740.62019
9560.0,158.00236,1739.38207
9570.0,157.86567,1738.00775
9580.0,157.83882,1737.01439
9590.0,157.82934,1736.6884
9600.0,157.82086,1737.25657
9610.0,157.69768,1738.08163
9620.0,157.47467,1739.08047
9630.0,157.19677,1739.67928
9640.0,156.86251,1739.40632
9650.0,156.55528,1738.77266
9660.0,156.33672,1737.71708
9670.0,156.19427,1736.83848
9680.0,156.13266,1736.31244
9690.0,156.08667,1736.1222
9700.0,156.0163,1736.51922
9710.0,155.90917,1737.28383
9720.0,155.69713,1738.02828
9730.0,155.45596,1738.48752
9740.0,155.20597,1738.65296
9750.0,154.94736,1738.64774
9760.0,154.73616,1738.0713
9770.0,154.55834,1737.69177
9780.0,154.44523,1737.33601
9790.0,154.36015,1737.31336
9800.0,154.26533,1737.42107
9810.0,154.1773,1737.89418
9820.0,154.03434,1738.67262
9830.0,153.86957,1739.43213
9840.0,153.64355,1740.09881
9850.0,153.39085,1740.31717
9860.0,153.14409,1740.40782
9870.0,152.94234,1740.09573
9880.0,152.8003,1739.6336
9890.0,152.72138,1739.45191
9900.0,152.68422,1739.79128
9910.0,152.63204,1740.46214
9920.0,152.50539,1741.41888
9930.0,152.32634,1742.58489
9940.0,152.10017,1743.36478
9950.0,151.84107,1743.62457
9960.0,151.61365,1743.58736
9970.0,151.46141,1743.3661
9980.0,151.35728,1743.22236
9990.0,151.28518,1743.34728
10000.0,151.2532,1743.96995
10010.0,151.16623,1744.90459
10020.0,151.02533,1745.90594
10030.0,150.85399,1746.75128
10040.0,150.64361,1747.52539
10050.0,150.45485,1747.91736
10060.0,150.26775,1748.07903
10070.0,150.13278,1748.25691
10080.0,150.04143,1748.54949
10090.0,149.94903,1748.93305
10100.0,149.90086,1749.56636
10110.0,149.80461,1750.4718
10120.0,149.69649,1751.43682
10130.0,149.55679,1752.36235
10140.0,149.40198,1753.22345
10150.0,149.23058,1753.91368
10160.0,149.05643,1754.42364
10170.0,148.93574,1754.74274
10180.0,148.84031,1754.99328
10190.0,148.78732,1755.28872
10200.0,148.74639,1756.04034
10210.0,148.69921,1757.14878
10220.0,148.61695,1758.31989
10230.0,148.47918,1759.45976
10240.0,148.32956,1760.3363
10250.0,148.147,1760.88409
10260.0,148.01561,1761.31749
10270.0,147.91679,1761.47408
10280.0,147.87362,1761.89065
10290.0,147.85912,1762.61732
10300.0,147.83885,1763.65471
10310.0,147.77589,1764.89196
10320.0,147.67838,1766.11332
10330.0,147.53069,1767.22179
10340.0,147.39366,1767.93263
10350.0,147.27061,1768.44047
10360.0,147.19487,1768.8688
10370.0,147.14119,1769.44638
10380.0,147.13326,1770.15486
10390.0,147.10915,1770.96275
10400.0,147.08588,1772.14674
10410.0,147.02957,1773.28575
10420.0,146.96325,1774.37905
10430.0,146.87216,1775.50265
10440.0,146.76677,1776.34391
10450.0,146.68929,1776.9633
10460.0,146.62931,1777.44597
10470.0,146.59168,1777.94829
10480.0,146.61248,1778.59347
10490.0,146.63611,1779.47268
10500.0,146.66068,1780.6878
10510.0,146.62425,1782.06062
10520.0,146.55109,1783.24546
10530.0,146.45537,1784.25365
10540.0,146.36324,1784.94331
10550.0,146.30594,1785.30384
10560.0,146.29822,1785.55727
10570.0,146.34059,1786.10768
10580.0,146.41468,1786.97978
10590.0,146.46651,1788.18819
10600.0,146.46222,1789.44957
10610.0,146.41434,1790.61673
10620.0,146.31798,1791.64958
10630.0,146.26468,1792.23448
10640.0,146.20438,1792.70036
10650.0,146.21197,1792.90966
10660.0,146.27864,1793.43712
10670.0,146.35495,1794.11487
10680.0,146.39003,1795.06677
10690.0,146.43526,1796.24437
10700.0,146.43396,1797.33405
10710.0,146.37631,1798.28041
10720.0,146.34208,1799.10311
10730.0,146.29269,1799.52306
10740.0,146.29594,1799.84256
10750.0,146.30826,1800.10937
10760.0,146.36145,1800.68099
10770.0,146.46027,1801.24768
10780.0,146.54633,1802.0718
10790.0,146.58566,1803.12779
10800.0,146.57606,1804.33266
10810.0,146.5312,1805.1843
10820.0,146.46714,1805.86308
10830.0,146.46621,1805.92197
10840.0,146.47026,1805.84715
10850.0,146.53538,1805.99927
10860.0,146.66811,1806.59037
10870.0,146.7601,1807.28037
10880.0,146.80421,1808.46923
10890.0,146.82795,1809.50268
10900.0,146.77286,1810.35933
10910.0,146.72663,1810.66359
10920.0,146.68885,1810.66268
10930.0,146.71298,1810.69256
10940.0,146.76701,1810.73727
10950.0,146.85242,1811.08593
10960.0,146.94302,1811.90833
10970.0,146.99459,1812.86074
10980.0,147.02903,1813.76847
10990.0,146.97927,1814.64189
11000.0,146.95567,1815.1676
11010.0,146.92246,1815.51694
11020.0,146.91262,1815.4399
11030.0,146.97424,1815.62979
11040.0,147.05786,1815.79622
11050.0,147.15219,1816.27103
11060.0,147.24992,1817.04925
11070.0,147.2839,1817.89247
11080.0,147.30431,1818.71197
11090.0,147.25399,1819.35887
11100.0,147.21667,1819.69554
11110.0,147.20886,1819.60206
11120.0,147.25185,1819.37166
11130.0,147.32666,1819.33091
11140.0,147.45619,1819.76385
11150.0,147.56136,1820.41478
11160.0,147.607,1821.35055
11170.0,147.59372,1822.23741
11180.0,147.56297,1822.65053
11190.0,147.5064,1822.79521
11200.0,147.52248,1822.72934
11210.0,147.54912,1822.64097
11220.0,147.6447,1822.58397
11230.0,147.74485,1822.8221
11240.0,147.83142,1823.47158
11250.0,147.88261,1824.18388
11260.0,147.87408,1824.78722
11270.0,147.84221,1825.35652
11280.0,147.82029,1825.60817
11290.0,147.798,1825.44477
11300.0,147.82963,1825.50282
11310.0,147.88747,1825.29695
11320.0,147.98338,1825.4657
11330.0,148.06766,1825.83841
11340.0,148.09944,1826.51703
11350.0,148.14307,1827.19004
11360.0,148.11068,1827.84141
11370.0,148.06284,1827.94858
11380.0,148.0425,1827.91377
11390.0,148.08287,1827.56338
11400.0,148.14551,1827.70721
11410.0,148.21363,1827.70682
11420.0,148.3093,1828.10592
11430.0,148.34756,1828.73629
11440.0,148.35916,1829.43875
11450.0,148.33702,1829.93235
11460.0,148.29079,1829.81943
11470.0,148.26988,1829.74824
11480.0,148.29621,1829.62799
11490.0,148.36982,1829.61546
11500.0,148.45254,1829.81596
11510.0,148.5042,1830.14237
11520.0,148.54071,1830.73702
11530.0,148.5356,1831.28128
11540.0,148.52467,1831.63787
11550.0,148.49493,1831.57752
11560.0,148.48158,1831.58427
11570.0,148.5221,1831.61269
11580.0,148.56195,1831.40141
11590.0,148.63263,1831.56812
11600.0,148.69302,1832.01259
11610.0,148.71149,1832.3942
11620.0,148.70833,1832.95146
11630.0,148.66688,1833.11428
11640.0,148.65847,1833.20863
11650.0,148.66179,1833.05305
11660.0,148.69337,1832.99101
11670.0,148.7553,1832.94001
11680.0,148.80947,1833.12812
11690.0,148.85183,1833.58202
11700.0,148.86473,1834.03358
11710.0,148.84441,1834.34185
11720.0,148.81657,1834.5612
11730.0,148.8002,1834.45775
11740.0,148.81843,1834.33665
11750.0,148.84604,1834.30704
11760.0,148.9,1834.48064
11770.0,148.94264,1834.72723
11780.0,148.95993,1835.18483
11790.0,148.95899,1835.51396
11800.0,148.95224,1835.7555
11810.0,148.92105,1835.88742
11820.0,148.90747,1835.76942
11830.0,148.94743,1835.75718
11840.0,148.97188,1835.78573
11850.0,149.01863,1835.98059
11860.0,149.042,1836.28146
11870.0,149.06966,1836.62485
11880.0,149.0535,1836.8651
11890.0,149.04158,1837.09396
11900.0,149.02763,1837.06445
11910.0,149.03198,1837.14018
11920.0,149.06515,1837.09399
11930.0,149.09587,1837.10331
11940.0,149.13422,1837.48744
11950.0,149.14971,1837.76699
11960.0,149.15113,1838.08012
11970.0,149.12871,1838.14649
11980.0,149.12043,1838.28285
11990.0,149.10702,1838.22171
12000.0,149.1452,1838.27573
12010.0,149.15537,1838.18785
12020.0,149.17415,1838.48094
12030.0,149.20164,1838.65488
12040.0,149.20968,1838.95981
12050.0,149.18619,1839.20717
12060.0,149.17495,1839.31031
12070.0,149.18244,1839.31523
12080.0,149.1851,1839.42629
12090.0,149.19894,1839.43244
12100.0,149.21807,1839.5403
12110.0,149.24614,1839.74482
12120.0,149.25549,1839.96393
12130.0,149.24588,1840.21015
12140.0,149.24547,1840.33835
12150.0,149.22422,1840.48284
12160.0,149.23116,1840.45558
12170.0,149.24936,1840.50921
12180.0,149.26918,1840.63516
12190.0,149.28519,1840.71182
12200.0,149.29433,1841.01613
12210.0,149.28102,1841.27426
12220.0,149.26447,1841.43158
12230.0,149.26506,1841.43876
12240.0,149.25983,1841.57872
12250.0,149.27218,1841.58906
12260.0,149.28351,1841.75556
12270.0,149.30613,1841.87283
12280.0,149.30368,1842.15799
12290.0,149.31731,1842.33627
12300.0,149.3165,1842.56269
12310.0,149.30039,1842.58524
12320.0,149.29823,1842.64335
12330.0,149.31102,1842.74036
12340.0,149.33251,1842.78945
12350.0,149.34051,1842.94325
12360.0,149.34534,1843.12042
12370.0,149.34959,1843.36832
12380.0,149.33692,1843.51705
12390.0,149.33539,1843.63752
12400.0,149.32942,1843.66947
12410.0,149.33488,1843.71005
12420.0,149.34593,1843.85052
12430.0,149.35336,1843.96396
12440.0,149.37205,1844.11472
12450.0,149.35812,1844.28689
12460.0,149.34362,1844.44621
12470.0,149.34179,1844.54452
12480.0,149.34657,1844.59088
12490.0,149.35175,1844.70574
12500.0,149.35779,1844.81197
12510.0,149.35782,1844.94846
12520.0,149.3595,1845.08719
12530.0,149.36275,1845.2613
12540.0,149.34465,1845.40122
12550.0,149.3496,1845.49295
12560.0,149.3414,1845.56183
12570.0,149.34291,1845.65482
12580.0,149.34602,1845.73768
12590.0,149.35237,1845.88489
12600.0,149.35244,1846.07327
12610.0,149.35061,1846.25496
12620.0,149.3369,1846.38222
12630.0,149.33598,1846.41947
12640.0,149.32825,1846.54759
12650.0,149.33309,1846.58397
12660.0,149.32993,1846.74856
12670.0,149.33862,1846.82986
12680.0,149.34506,1846.9973
12690.0,149.32859,1847.18301
12700.0,149.31818,1847.33543
12710.0,149.31018,1847.36511
12720.0,149.31221,1847.46131
12730.0,149.3176,1847.58937
12740.0,149.31757,1847.69207
12750.0,149.32056,1847.83023
12760.0,149.31239,1848.02353
12770.0,149.306,1848.13617
12780.0,149.28474,1848.31579
12790.0,149.29321,1848.31795
12800.0,149.28128,1848.42992
12810.0,149.27817,1848.55333
12820.0,149.28267,1848.73132
12830.0,149.27508,1848.84458
12840.0,149.27713,1848.98447
12850.0,149.26283,1849.12481
12860.0,149.24895,1849.18121
12870.0,149.24236,1849.29671
12880.0,149.2339,1849.36835
12890.0,149.23883,1849.55322
12900.0,149.23589,1849.66379
12910.0,149.23011,1849.81916
12920.0,149.21739,1850.02509
12930.0,149.20373,1850.20094
12940.0,149.18778,1850.27267
12950.0,149.1925,1850.36811
12960.0,149.19085,1850.53033
12970.0,149.18708,1850.65758
12980.0,149.18154,1850.81978
12990.0,149.16985,1851.032
13000.0,149.16196,1851.17113
13010.0,149.15362,1851.30462
13020.0,149.13559,1851.41768
13030.0,149.14127,1851.5569
13040.0,149.13759,1851.64969
13050.0,149.13305,1851.90084
13060.0,149.13514,1851.99409
13070.0,149.12264,1852.17987
13080.0,149.10655,1852.37305
13090.0,149.10749,1852.43694
13100.0,149.09542,1852.64377
13110.0,149.09533,1852.74131
13120.0,149.09548,1852.84673
13130.0,149.09303,1853.06814
13140.0,149.08229,1853.19184
13150.0,149.06957,1853.38836
13160.0,149.06896,1853.4451
13170.0,149.05458,1853.62511
13180.0,149.04888,1853.69701
13190.0,149.05472,1853.87959
13200.0,149.05056,1854.06099
13210.0,149.04446,1854.25874
13220.0,149.0413,1854.3857
13230.0,149.02736,1854.66379
13240.0,149.01255,1854.69049
13250.0,149.00476,1854.80219
13260.0,149.00184,1854.97764
13270.0,149.02489,1855.15865
13280.0,149.00272,1855.28018
13290.0,148.99542,1855.51947
13300.0,148.9903,1855.65398
13310.0,148.97196,1855.78865
13320.0,148.9725,1855.86516
13330.0,148.96649,1856.01407
13340.0,148.95924,1856.16268
13350.0,148.95829,1856.30248
13360.0,148.96163,1856.51354
13370.0,148.94535,1856.72987
13380.0,148.93814,1856.87212
13390.0,148.9226,1856.95748
13400.0,148.92072,1857.17559
13410.0,148.92592,1857.20242
13420.0,148.9172,1857.33772
13430.0,148.90483,1857.60604
13440.0,148.90685,1857.73878
13450.0,148.89305,1857.94583
13460.0,148.88225,1858.05082
13470.0,148.87435,1858.2112
13480.0,148.89179,1858.41038
13490.0,148.86423,1858.5269
13500.0,148.87656,1858.73301
13510.0,148.86531,1858.97117
13520.0,148.85449,1858.99998
13530.0,148.83586,1859.19787
13540.0,148.84138,1859.2938
13550.0,148.81783,1859.45644
13560.0,148.82246,1859.61681
13570.0,148.83629,1859.76371
13580.0,148.81759,1859.92744
13590.0,148.82142,1860.24917
13600.0,148.79572,1860.36441
13610.0,148.79021,1860.52334
13620.0,148.79445,1860.55355
13630.0,148.79371,1860.72572
13640.0,148.78008,1860.93159
13650.0,148.77731,1861.07033
13660.0,148.7869,1861.25199
13670.0,148.7655,1861.46426
13680.0,148.74918,1861.6613
13690.0,148.75042,1861.79151
13700.0,148.73729,1861.8781
13710.0,148.74635,1862.06883
13720.0,148.74257,1862.35673
13730.0,148.75081,1862.38088
13740.0,148.7342,1862.71862
13750.0,148.7355,1862.77265
13760.0,148.71783,1862.96923
13770.0,148.71068,1863.04505
13780.0,148.69658,1863.29475
13790.0,148.70869,1863.40605
13800.0,148.70731,1863.69342
13810.0,148.7021,1863.80919
13820.0,148.68288,1863.97838
13830.0,148.68401,1864.08344
13840.0,148.67064,1864.2306
13850.0,148.67412,1864.31689
13860.0,148.67209,1864.55098
13870.0,148.6713,1864.88023
13880.0,148.67405,1864.95574
13890.0,148.65674,1865.17095
13900.0,148.65738,1865.4138
13910.0,148.64352,1865.50926
13920.0,148.64329,1865.67231
13930.0,148.65239,1865.74455
13940.0,148.6344,1865.95041
13950.0,148.64895,1866.23974
13960.0,148.61896,1866.45686
13970.0,148.62467,1866.50567
13980.0,148.61689,1866.70202
13990.0,148.59652,1866.74314
14000.0,148.62085,1866.87814
14010.0,148.61908,1867.15543
14020.0,148.62392,1867.37993
14030.0,148.60868,1867.48934
14040.0,148.6015,1867.62528
14050.0,148.59434,1867.87804
14060.0,148.59905,1868.06113
14070.0,148.59329,1868.11663
14080.0,148.5929,1868.40065
14090.0,148.58289,1868.58365
14100.0,148.57584,1868.77892
14110.0,148.57546,1868.80514
14120.0,148.56216,1868.92605
14130.0,148.56976,1869.25124
14140.0,148.55268,1869.32361
14150.0,148.58159,1869.51752
14160.0,148.57583,1869.71681
14170.0,148.54548,1869.98338
14180.0,148.58065,1870.12672
14190.0,148.55048,1870.29244
14200.0,148.55768,1870.29903
14210.0,148.5627,1870.45345
14220.0,148.55715,1870.70993
14230.0,148.54973,1871.06427
14240.0,148.54814,1871.21629
14250.0,148.53965,1871.35232
14260.0,148.54285,1871.46499
14270.0,148.51667,1871.52715
14280.0,148.54876,1871.89316
14290.0,148.53066,1872.04422
14300.0,148.53447,1872.07027
14310.0,148.54517,1872.44537
14320.0,148.52072,1872.5967
14330.0,148.53108,1872.66309
14340.0,148.5357,1872.8918
14350.0,148.53274,1873.05679
14360.0,148.52819,1873.15184
14370.0,148.53274,1873.35348
14380.0,148.51131,1873.57756
14390.0,148.51859,1873.65604
14400.0,148.50593,1873.89646
14410.0,148.5066,1873.89079
14420.0,148.51845,1874.24364
14430.0,148.53898,1874.40296
14440.0,148.51442,1874.61561
14450.0,148.50945,1874.80827
14460.0,148.52108,1874.9586
14470.0,148.51128,1875.01782
14480.0,148.52298,1875.225
14490.0,148.51745,1875.34712
14500.0,148.53092,1875.60247
14510.0,148.50995,1875.6557
14520.0,148.51422,1875.87516
14530.0,148.5064,1876.01053
14540.0,148.53147,1876.28639
14550.0,148.51589,1876.44967
14560.0,148.52677,1876.62573
14570.0,148.52272,1876.71698
14580.0,148.5234,1877.02966
14590.0,148.51835,1877.26452
14600.0,148.52159,1877.18507
14610.0,148.52074,1877.4566
14620.0,148.52085,1877.55806
14630.0,148.51393,1877.81345
14640.0,148.53493,1878.0659
14650.0,148.54254,1878.22253
14660.0,148.518,1878.42183
14670.0,148.5278,1878.58597
14680.0,148.52462,1878.68623
14690.0,148.53633,1878.82818
14700.0,148.53586,1879.03299
14710.0,148.52438,1879.23638
14720.0,148.53049,1879.32125
14730.0,148.53809,1879.54698
14740.0,148.51454,1879.69963
14750.0,148.523,1879.83739
14760.0,148.53695,1880.05637
14770.0,148.55354,1880.17855
14780.0,148.53961,1880.38637
14790.0,148.54003,1880.50811
14800.0,148.5474,1880.66197
14810.0,148.53865,1880.89863
14820.0,148.55842,1880.96844
14830.0,148.55583,1881.22981
14840.0,148.55244,1881.30339
14850.0,148.57921,1881.49087
14860.0,148.53147,1881.73611
14870.0,148.54961,1881.8094
14880.0,148.56401,1882.01857
14890.0,148.548,1882.1114
14900.0,148.55583,1882.43606
14910.0,148.57127,1882.45946
14920.0,148.57159,1882.62139
14930.0,148.57769,1882.8148
14940.0,148.56803,1883.05943
14950.0,148.59501,1883.06267
14960.0,148.5709,1883.24899
14970.0,148.59706,1883.3205
14980.0,148.58776,1883.68722
14990.0,148.57815,1883.72868
15000.0,148.57998,1883.96562
15010.0,148.59705,1884.20473
15020.0,148.59638,1884.26599
15030.0,148.59646,1884.38751
15040.0,148.61714,1884.5406
15050.0,148.62357,1884.76545
15060.0,148.60135,1884.9744
15070.0,148.6092,1885.06082
15080.0,148.59718,1885.287
15090.0,148.59555,1885.26842
15100.0,148.61978,1885.58161
15110.0,148.62804,1885.76501
15120.0,148.61243,1886.01392
15130.0,148.61753,1885.94199
15140.0,148.62115,1886.12308
15150.0,148.62787,1886.48113
15160.0,148.62859,1886.381
15170.0,148.6237,1886.63791
15180.0,148.63782,1886.8539
15190.0,148.6321,1887.02175
15200.0,148.63167,1887.17707
15210.0,148.64274,1887.30384
15220.0,148.64132,1887.43891
15230.0,148.66393,1887.57699
15240.0,148.63119,1887.76588
15250.0,148.65302,1888.04068
15260.0,148.65586,1888.13766
15270.0,148.66005,1888.28268
15280.0,148.65671,1888.40872
15290.0,148.6701,1888.57611
15300.0,148.6679,1888.8104
15310.0,148.65432,1888.86986
15320.0,148.67526,1889.13911
15330.0,148.69198,1889.1398
15340.0,148.67769,1889.33002
15350.0,148.67205,1889.51863
15360.0,148.69435,1889.75334
15370.0,148.68189,1889.86123
15380.0,148.69792,1889.83115
15390.0,148.69187,1890.25131
15400.0,148.69732,1890.37961
15410.0,148.69038,1890.45744
15420.0,148.69105,1890.57886
15430.0,148.71242,1890.9203
15440.0,148.72125,1891.01426
15450.0,148.70251,1891.21586
15460.0,148.70522,1891.37564
15470.0,148.72697,1891.47094
15480.0,148.72275,1891.61964
15490.0,148.72115,1891.84711
15500.0,148.73912,1891.88677
15510.0,148.72364,1892.08983
15520.0,148.72763,1892.31885
15530.0,148.73611,1892.43893
15540.0,148.75421,1892.6726
15550.0,148.76692,1892.65817
15560.0,148.76479,1892.86327
15570.0,148.75827,1892.98377
15580.0,148.76198,1893.25543
15590.0,148.76917,1893.43279
15600.0,148.76961,1893.44905
15610.0,148.76735,1893.57397
15620.0,148.77463,1893.84545
15630.0,148.79472,1894.08988
15640.0,148.78654,1894.1961
15650.0,148.78543,1894.27879
15660.0,148.782,1894.40898
15670.0,148.78867,1894.65355
15680.0,148.7994,1894.84054
15690.0,148.80245,1894.96378
15700.0,148.82204,1895.09168
15710.0,148.79925,1895.37367
15720.0,148.82735,1895.37478
15730.0,148.83437,1895.6731
15740.0,148.82732,1895.76777
15750.0,148.82991,1895.94692
15760.0,148.834,1896.11987
15770.0,148.83496,1896.21381
15780.0,148.82848,1896.39103
15790.0,148.84039,1896.50035
15800.0,148.85284,1896.6694
15810.0,148.84976,1896.85517
15820.0,148.86121,1896.99737
15830.0,148.85291,1897.17074
15840.0,148.86703,1897.40227
15850.0,148.85339,1897.48149
15860.0,148.87513,1897.68212
15870.0,148.88268,1897.78444
15880.0,148.8788,1898.01333
15890.0,148.8828,1898.22559
15900.0,148.88321,1898.36201
15910.0,148.88226,1898.47313
15920.0,148.90949,1898.72697
15930.0,148.8947,1898.68661
15940.0,148.90002,1898.91023
15950.0,148.9077,1899.02028
15960.0,148.91943,1899.21181
15970.0,148.91418,1899.46872
15980.0,148.91364,1899.50732
15990.0,148.92898,1899.68134
16000.0,148.91752,1899.85751
16010.0,148.94857,1900.01879
16020.0,148.93882,1900.12339
16030.0,148.94008,1900.30855
16040.0,148.94617,1900.46562
16050.0,148.94823,1900.67409
16060.0,148.96824,1900.80309
16070.0,148.95075,1901.06694
16080.0,148.96382,1901.10168
16090.0,148.96021,1901.32457
16100.0,148.95521,1901.46001
16110.0,148.97281,1901.56426
16120.0,148.97599,1901.77308
16130.0,148.97855,1901.83857
16140.0,148.9815,1902.10144
16150.0,148.98234,1902.32289
16160.0,148.98605,1902.31833
16170.0,148.99689,1902.63758
16180.0,148.99525,1902.78377
16190.0,149.02212,1902.9889
16200.0,149.00898,1903.09976
16210.0,149.02237,1903.1539
16220.0,149.01347,1903.36302
16230.0,149.00657,1903.4355
16240.0,149.02458,1903.73715
16250.0,149.0354,1903.75551
16260.0,149.02302,1904.02337
16270.0,149.03231,1904.15727
16280.0,149.02668,1904.26994
16290.0,149.0535,1904.40287
16300.0,149.05438,1904.58153
16310.0,149.05399,1904.64822
16320.0,149.04042,1904.89908
16330.0,149.04732,1905.1078
16340.0,149.05865,1905.12745
16350.0,149.05502,1905.45492
16360.0,149.06466,1905.48941
16370.0,149.07153,1905.67451
16380.0,149.08107,1905.94971
16390.0,149.06951,1906.03337
16400.0,149.06882,1906.19113
16410.0,149.0762,1906.30475
16420.0,149.09761,1906.33854
16430.0,149.08463,1906.59613
16440.0,149.08462,1906.81544
16450.0,149.10618,1906.97359
16460.0,149.11678,1907.05302
16470.0,149.09689,1907.30868
16480.0,149.10184,1907.39207
16490.0,149.10053,1907.65737
16500.0,149.11687,1907.8012
16510.0,149.10048,1907.92265
16520.0,149.11298,1908.08836
16530.0,149.12981,1908.24362
16540.0,149.1299,1908.44611
16550.0,149.13584,1908.55762
16560.0,149.10182,1908.61558
16570.0,149.12739,1908.89063
16580.0,149.13996,1909.15372
16590.0,149.1349,1909.18483
16600.0,149.14821,1909.36413
16610.0,149.14879,1909.46523
16620.0,149.14855,1909.52107
16630.0,149.15568,1909.89625
16640.0,149.149,1909.87697
16650.0,149.15505,1910.05839
16660.0,149.15795,1910.36948
16670.0,149.16123,1910.33515
16680.0,149.15836,1910.28798
16690.0,149.16125,1910.5741
16700.0,149.17598,1910.99521
16710.0,149.17717,1911.01946
16720.0,149.16796,1911.11997
16730.0,149.1607,1911.45807
16740.0,149.18071,1911.59899
16750.0,149.20051,1911.71091
16760.0,149.19259,1911.76516
16770.0,149.17338,1911.91931
16780.0,149.18683,1912.21891
16790.0,149.1791,1912.30806
16800.0,149.18628,1912.55504
16810.0,149.17807,1912.74043
16820.0,149.19438,1912.88147
16830.0,149.21013,1912.89429
16840.0,149.22682,1913.29746
16850.0,149.20632,1913.51868
16860.0,149.20531,1913.36717
16870.0,149.23005,1913.68308
16880.0,149.19588,1913.73865
16890.0,149.19871,1913.88353
16900.0,149.19121,1913.92479
16910.0,149.20847,1913.97889
16920.0,149.20979,1914.60996
16930.0,149.24197,1914.52937
16940.0,149.24475,1914.67699
16950.0,149.23617,1914.82287
16960.0,149.20596,1914.74063
16970.0,149.18595,1915.41251
16980.0,149.20874,1915.22873
16990.0,149.23686,1915.24442
17000.0,149.23417,1915.47287
17010.0,149.21654,1915.74445
17020.0,149.25519,1915.87128
17030.0,149.27532,1916.28499
17040.0,149.19632,1916.3692
17050.0,149.21264,1916.18429
17060.0,149.23487,1916.56534
17070.0,149.25863,1916.29414
17080.0,149.22359,1916.63235
17090.0,149.22764,1917.17322
17100.0,149.26156,1917.00521
17110.0,149.21494,1917.32296
17120.0,149.24553,1917.47868
17130.0,149.20329,1917.63546
17140.0,149.21866,1917.77499
17150.0,149.2516,1917.89455
17160.0,149.25274,1918.28955
17170.0,149.20258,1918.35674
17180.0,149.23678,1917.91716
17190.0,149.24891,1918.6592
17200.0,149.24255,1918.74533
17210.0,149.27151,1918.80163
17220.0,149.19691,1918.42624
17230.0,149.22476,1919.09845
17240.0,149.22718,1919.37531
17250.0,149.23802,1919.38099
17260.0,149.21903,1919.29851
17270.0,149.22781,1919.77681
17280.0,149.2396,1919.79375
17290.0,149.19586,1920.21354
17300.0,149.19752,1919.67991
17310.0,149.24139,1920.45769
17320.0,149.20891,1920.4033
17330.0,149.24744,1920.40856
17340.0,149.24659,1920.77866
17350.0,149.15421,1921.05612
17360.0,149.18055,1921.04664
17370.0,149.2039,1921.33562
17380.0,149.19626,1921.41396
17390.0,149.2273,1921.16337
17400.0,149.21973,1921.54835
17410.0,149.15687,1921.95525
17420.0,149.20144,1922.01913
17430.0,149.20223,1921.96091
17440.0,149.16539,1922.27389
17450.0,149.2286,1922.38597
17460.0,149.18633,1922.78859
17470.0,149.15578,1922.73219
17480.0,149.20942,1922.8631
17490.0,149.20919,1923.18375
17500.0,149.1035,1923.39493
17510.0,149.1025,1923.36819
17520.0,149.13694,1923.31698
17530.0,149.12722,1923.46162
17540.0,149.09375,1923.73634
17550.0,149.11654,1923.68062
17560.0,149.05106,1924.08513
